"id","image","resize_url","label","score","correct_label"
"1","http://storage.googleapis.com/gtpictures/personal_images_raw/baby%20corn%20fry.jpg","https://s3.amazonaws.com/zeta-metrics-images/aws_rekognition_image_food_1.jpg","food","76.5671615600586","baby corn fry"
"1","http://storage.googleapis.com/gtpictures/personal_images_raw/baby%20corn%20fry.jpg","https://s3.amazonaws.com/zeta-metrics-images/aws_rekognition_image_food_1.jpg","fries","76.5671615600586","baby corn fry"
"1","http://storage.googleapis.com/gtpictures/personal_images_raw/baby%20corn%20fry.jpg","https://s3.amazonaws.com/zeta-metrics-images/aws_rekognition_image_food_1.jpg","biscuit","55.55853271484375","baby corn fry"
"1","http://storage.googleapis.com/gtpictures/personal_images_raw/baby%20corn%20fry.jpg","https://s3.amazonaws.com/zeta-metrics-images/aws_rekognition_image_food_1.jpg","cookie","55.55853271484375","baby corn fry"
"1","http://storage.googleapis.com/gtpictures/personal_images_raw/baby%20corn%20fry.jpg","https://s3.amazonaws.com/zeta-metrics-images/aws_rekognition_image_food_1.jpg","meal","50.884735107421875","baby corn fry"
"1","http://storage.googleapis.com/gtpictures/personal_images_raw/baby%20corn%20fry.jpg","https://s3.amazonaws.com/zeta-metrics-images/aws_rekognition_image_food_1.jpg","dish","50.67597579956055","baby corn fry"
"1","http://storage.googleapis.com/gtpictures/personal_images_raw/baby%20corn%20fry.jpg","https://s3.amazonaws.com/zeta-metrics-images/aws_rekognition_image_food_1.jpg","plate","50.67597579956055","baby corn fry"
"2","http://storage.googleapis.com/gtpictures/personal_images_raw/bisibela%20bath.jpg","https://s3.amazonaws.com/zeta-metrics-images/aws_rekognition_image_food_2.jpg","curry","92.07112884521484","bisi bele bath"
"2","http://storage.googleapis.com/gtpictures/personal_images_raw/bisibela%20bath.jpg","https://s3.amazonaws.com/zeta-metrics-images/aws_rekognition_image_food_2.jpg","food","92.07112884521484","bisi bele bath"
"2","http://storage.googleapis.com/gtpictures/personal_images_raw/bisibela%20bath.jpg","https://s3.amazonaws.com/zeta-metrics-images/aws_rekognition_image_food_2.jpg","meal","50.91300582885742","bisi bele bath"
"3","http://storage.googleapis.com/gtpictures/personal_images_raw/brinjal%20curry.jpg","https://s3.amazonaws.com/zeta-metrics-images/aws_rekognition_image_food_3.jpg","food","64.9258041381836","brinjal curry"
"3","http://storage.googleapis.com/gtpictures/personal_images_raw/brinjal%20curry.jpg","https://s3.amazonaws.com/zeta-metrics-images/aws_rekognition_image_food_3.jpg","pot","64.88899230957031","brinjal curry"
"3","http://storage.googleapis.com/gtpictures/personal_images_raw/brinjal%20curry.jpg","https://s3.amazonaws.com/zeta-metrics-images/aws_rekognition_image_food_3.jpg","bowl","56.70021057128906","brinjal curry"
"3","http://storage.googleapis.com/gtpictures/personal_images_raw/brinjal%20curry.jpg","https://s3.amazonaws.com/zeta-metrics-images/aws_rekognition_image_food_3.jpg","meal","54.32414245605469","brinjal curry"
"3","http://storage.googleapis.com/gtpictures/personal_images_raw/brinjal%20curry.jpg","https://s3.amazonaws.com/zeta-metrics-images/aws_rekognition_image_food_3.jpg","rock","53.98554229736328","brinjal curry"
"3","http://storage.googleapis.com/gtpictures/personal_images_raw/brinjal%20curry.jpg","https://s3.amazonaws.com/zeta-metrics-images/aws_rekognition_image_food_3.jpg","meat loaf","51.25093460083008","brinjal curry"
"4","http://storage.googleapis.com/gtpictures/personal_images_raw/buckwheat_flour_with_tomatotes_arugula_and_cheese.jpg","https://s3.amazonaws.com/zeta-metrics-images/aws_rekognition_image_food_4.jpg","arugula","91.95808410644531","buck wheat flour with tomato arugula and cheese"
"4","http://storage.googleapis.com/gtpictures/personal_images_raw/buckwheat_flour_with_tomatotes_arugula_and_cheese.jpg","https://s3.amazonaws.com/zeta-metrics-images/aws_rekognition_image_food_4.jpg","flora","91.95808410644531","buck wheat flour with tomato arugula and cheese"
